id,strain,sire,dam,date.crossed,date.plug,sac,embryo.age,right.horn,left.horn,dead,horn,order,tod,placenta,embryo.wt,sex,non.recombinant.genotype,n.markers.ok,genotype.call.rate,comments
530,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,1,13:40:00,0.086,0.252,F,B6/A,233,0.9628,
531,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,2,13:44:00,0.082,0.254,F,B6/A,236,0.9752,
532,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,3,13:49:00,0.08,0.249,F,B6/B6,230,0.9504,
533,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,4,13:53:00,0.08,0.221,F,B6/B6,234,0.9669,
534,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,5,13:58:00,0.084,0.226,F,B6/A,234,0.9669,
535,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,6,14:02:00,0.094,0.276,M,recombinant,235,0.9711,
536,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,7,14:07:00,0.086,0.232,-,-,-,-,
537,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,8,14:12:00,0.079,0.217,M,recombinant,238,0.9835,
538,B6.A-19 BC1,5269,6915,2012-10-31,2012-11-04,2012-11-18,15,4,4,0,-,9,14:24:00,0.069,0.14,M,recombinant,236,0.9752,
539,B6.A-19 BC1,5268,6974,2012-11-03,2012-11-05,2012-11-18,14,4,4,2,-,1,14:28:00,0.06,0.138,M,B6/A,235,0.9711,
540,B6.A-19 BC1,5268,6974,2012-11-03,2012-11-05,2012-11-18,14,4,4,2,-,2,14:33:00,0.054,0.143,M,B6/B6,236,0.9752,
541,B6.A-19 BC1,5268,6974,2012-11-03,2012-11-05,2012-11-18,14,4,4,2,-,3,14:37:00,0.057,0.141,M,recombinant,239,0.9876,
542,B6.A-19 BC1,5268,6974,2012-11-03,2012-11-05,2012-11-18,14,4,4,2,-,4,14:41:00,0.051,0.131,F,recombinant,235,0.9711,
543,B6.A-19 BC1,5268,6974,2012-11-03,2012-11-05,2012-11-18,14,4,4,2,-,5,14:46:00,0.05,0.128,F,recombinant,233,0.9628,
544,B6.A-19 BC1,5268,6974,2012-11-03,2012-11-05,2012-11-18,14,4,4,2,-,6,14:50:00,0.076,0.133,M,B6/B6,237,0.9793,
545,B6.A-19 BC1,5268,6974,2012-11-03,2012-11-05,2012-11-18,14,4,4,2,-,7,14:55:00,0.051,0.13,F,B6/A,234,0.9669,
546,B6.A-19 BC1,5215,6977,2012-11-03,2012-11-05,2012-11-18,14,2,4,2,-,1,15:04:00,0.069,0.13,F,B6/A,237,0.9793,
547,B6.A-19 BC1,5215,6977,2012-11-03,2012-11-05,2012-11-18,14,2,4,2,-,2,15:09:00,0.078,0.149,M,B6/A,238,0.9835,
548,B6.A-19 BC1,5215,6977,2012-11-03,2012-11-05,2012-11-18,14,2,4,2,-,3,15:12:00,0.065,0.145,F,B6/A,234,0.9669,
549,B6.A-19 BC1,5215,6977,2012-11-03,2012-11-05,2012-11-18,14,2,4,2,-,4,15:17:00,0.061,0.144,M,recombinant,238,0.9835,
550,B6.A-19 BC1,5215,6977,2012-11-03,2012-11-05,2012-11-18,14,2,4,2,-,5,15:21:00,0.076,0.152,M,recombinant,239,0.9876,
551,B6.A-19 BC1,5215,6977,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,6,15:26:00,0.063,0.014,F,B6/B6,234,0.9669,
552,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,1,15:37:00,0.069,0.137,M,B6/A,238,0.9835,
553,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,2,15:45:00,0.055,0.13,F,B6/A,235,0.9711,
554,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,3,15:49:00,0.055,0.14,F,B6/A,234,0.9669,
555,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,4,15:54:00,0.053,0.137,F,B6/A,234,0.9669,
556,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,5,16:00:00,0.078,0.142,M,B6/B6,237,0.9793,
557,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,6,16:04:00,0.062,0.148,F,recombinant,235,0.9711,
558,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,7,16:09:00,0.052,0.123,F,B6/B6,235,0.9711,
559,B6.A-15 BC1,5106,6952,2012-03-11,2012-11-05,2012-11-18,14,5,4,2,-,8,16:14:00,0.068,0.147,M,recombinant,238,0.9835,
560,B6.C,4781,6941,10/31/2012,2012-11-05,2012-11-18,14,5,2,0,d,1,16:25:00,0.082,0.141,F,B6/B6,0,0,
561,B6.C,4781,6941,10/31/2012,2012-11-05,2012-11-18,14,5,2,0,d,2,16:28:00,0.06,0.149,M,B6/B6,0,0,
562,B6.C,4781,6941,10/31/2012,2012-11-05,2012-11-18,14,5,2,0,i,3,16:33:00,0.046,0.151,M,B6/B6,0,0,
563,B6.C,4781,6941,10/31/2012,2012-11-05,2012-11-18,14,5,2,0,i,4,16:37:00,0.083,0.158,F,B6/B6,0,0,
564,B6.C,4781,6941,10/31/2012,2012-11-05,2012-11-18,14,5,2,0,d,5,16:41:00,0.063,0.142,F,B6/B6,0,0,
565,B6.C,4781,6941,10/31/2012,2012-11-05,2012-11-18,14,5,2,0,d,6,16:45:00,0.063,0.173,M,B6/B6,0,0,
566,B6.C,4781,6941,10/31/2012,2012-11-05,2012-11-18,14,5,2,0,d,7,16:49:00,0.07,0.171,M,B6/B6,0,0,
567,B6.A-X F1,6791,6966,2012-03-11,2012-11-06,2012-11-19,14,3,2,2,d,1,09:46:00,0.05,0.101,F,B6/B6,233,0.9628,
568,B6.A-X F1,6791,6966,2012-03-11,2012-11-06,2012-11-19,14,3,2,2,d,2,09:50:00,0.042,0.099,M,B6/B6,237,0.9793,
569,B6.A-X F1,6791,6966,2012-03-11,2012-11-06,2012-11-19,14,3,2,2,d,3,09:56:00,0.063,0.111,M,B6/B6,238,0.9835,
570,B6.A-X F1,6791,6966,2012-03-11,2012-11-06,2012-11-19,14,3,2,2,i,4,10:01:00,0.058,0.109,M,B6/B6,237,0.9793,
571,B6.A-X F1,6791,6966,2012-03-11,2012-11-06,2012-11-19,14,3,2,2,i,5,10:06:00,0.064,0.128,M,B6/B6,237,0.9793,
572,B6.A-X F1,4712,6858,10/29/2012,2012-11-06,2012-11-19,14,3,1,3,d,1,10:15:00,0.033,0.074,F,B6/B6,236,0.9752,
573,B6.A-X F1,4712,6858,10/29/2012,2012-11-06,2012-11-19,14,3,1,3,i,2,10:19:00,0.046,0.093,F,B6/B6,232,0.9587,
574,B6.A-X F1,4712,6858,10/29/2012,2012-11-06,2012-11-19,14,3,1,3,i,3,10:24:00,0.05,0.102,M,B6/B6,238,0.9835,
575,B6.A-X F1,4712,6858,10/29/2012,2012-11-06,2012-11-19,14,3,1,3,i,4,10:27:00,0.048,0.105,M,B6/B6,236,0.9752,
576,B6.A-17 BC1,5009,6980,2012-03-11,2012-11-06,2012-11-19,14,0,1,0,d,1,10:36:00,0.051,0.074,M,recombinant,238,0.9835,
577,B6.A-17 BC1,483,6946,10/31/2012,2012-11-06,2012-11-19,14,4,3,1,d,1,10:49:00,0.056,0.126,M,B6/B6,237,0.9793,
578,B6.A-17 BC1,483,6946,10/31/2012,2012-11-06,2012-11-19,14,4,3,1,d,2,10:55:00,0.036,0.168,F,B6/B6,231,0.9545,
579,B6.A-17 BC1,483,6946,10/31/2012,2012-11-06,2012-11-19,14,4,3,1,d,3,10:59:00,0.054,0.118,F,recombinant,233,0.9628,
580,B6.A-17 BC1,483,6946,10/31/2012,2012-11-06,2012-11-19,14,4,3,1,i,4,11:03:00,0.054,0.135,F,B6/A,231,0.9545,
581,B6.A-17 BC1,483,6946,10/31/2012,2012-11-06,2012-11-19,14,4,3,1,i,5,11:08:00,0.063,0.149,M,B6/A,239,0.9876,
582,B6.A-17 BC1,483,6946,10/31/2012,2012-11-06,2012-11-19,14,4,3,1,i,6,11:13:00,0.069,0.138,F,B6/B6,232,0.9587,
583,B6.A-17 BC1,483,6946,10/31/2012,2012-11-06,2012-11-19,14,4,3,1,i,7,11:17:00,0.064,0.14,F,B6/A,234,0.9669,
584,B6.A-19 BC1,5267,6969,2012-03-11,2012-11-06,2012-11-19,14,4,3,0,d,1,11:26:00,0.057,0.131,M,B6/A,234,0.9669,
585,B6.A-19 BC1,5267,6969,2012-03-11,2012-11-06,2012-11-19,14,4,3,0,d,2,11:30:00,0.086,0.154,M,recombinant,236,0.9752,
586,B6.A-19 BC1,5267,6969,2012-03-11,2012-11-06,2012-11-19,14,4,3,0,d,3,11:34:00,0.07,0.138,M,B6/B6,235,0.9711,
587,B6.A-19 BC1,5267,6969,2012-03-11,2012-11-06,2012-11-19,14,4,3,0,i,4,11:39:00,0.055,0.133,F,B6/A,233,0.9628,
588,B6.A-19 BC1,5267,6969,2012-03-11,2012-11-06,2012-11-19,14,4,3,0,i,5,11:43:00,0.068,0.143,F,B6/B6,228,0.9421,
589,B6.A-19 BC1,5267,6969,2012-03-11,2012-11-06,2012-11-19,14,4,3,0,i,6,11:49:00,0.06,0.153,F,recombinant,236,0.9752,
590,B6.A-19 BC1,5267,6969,2012-03-11,2012-11-06,2012-11-19,14,4,3,0,i,7,11:54:00,0.05,0.144,F,B6/A,235,0.9711,
591,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,d,1,12:06:00,0.07,0.107,F,recombinant,231,0.9545,
592,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,d,2,12:11:00,0.068,0.29,M,B6/A,238,0.9835,
593,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,d,3,12:16:00,0.06,0.133,M,recombinant,236,0.9752,
594,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,d,4,12:21:00,0.085,0.125,F,recombinant,232,0.9587,
595,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,d,5,12:26:00,0.081,-,M,recombinant,235,0.9711,
596,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,d,6,12:30:00,0.064,0.147,M,recombinant,232,0.9587,
597,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,d,7,01:35:00,0.054,0.111,F,B6/A,232,0.9587,
598,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,i,8,12:40:00,0.077,0.135,M,recombinant,236,0.9752,
599,B6.A-17 BC1,5010,6976,2012-03-11,2012-11-06,2012-11-19,14,2,7,0,i,9,12:44:00,0.052,0.138,F,recombinant,235,0.9711,
600,B6.A-19 BC1,5212,6987,2012-04-11,2012-11-06,2012-11-19,14,5,2,0,d,1,16:11:00,0.067,0.263,F,recombinant,234,0.9669,embryos appear as 15 d 
601,B6.A-19 BC1,5212,6987,2012-04-11,2012-11-06,2012-11-19,14,5,2,0,d,2,16:16:00,0.066,0.239,F,recombinant,234,0.9669,
602,B6.A-19 BC1,5212,6987,2012-04-11,2012-11-06,2012-11-19,14,5,2,0,i,3,16:21:00,0.05,0.226,F,recombinant,233,0.9628,
603,B6.A-19 BC1,5212,6987,2012-04-11,2012-11-06,2012-11-19,14,5,2,0,i,4,16:27:00,0.072,0.24,M,B6/B6,234,0.9669,
604,B6.A-19 BC1,5212,6987,2012-04-11,2012-11-06,2012-11-19,14,5,2,0,i,5,16:33:00,0.072,0.256,M,recombinant,238,0.9835,
605,B6.A-19 BC1,5212,6987,2012-04-11,2012-11-06,2012-11-19,14,5,2,0,i,6,16:37:00,0.071,0.23,F,B6/A,234,0.9669,
606,B6.A-19 BC1,5212,6987,2012-04-11,2012-11-06,2012-11-19,14,5,2,0,i,7,16:43:00,0.064,0.212,M,B6/B6,239,0.9876,
607,B6.A-15 BC1,3511,6963,2012-03-11,2012-11-06,2012-11-19,14,4,2,2,d,1,16:53:00,0.054,0.151,F,recombinant,234,0.9669,
608,B6.A-15 BC1,3511,6963,2012-03-11,2012-11-06,2012-11-19,14,4,2,2,d,2,16:58:00,0.06,0.153,F,B6/A,235,0.9711,
609,B6.A-15 BC1,3511,6963,2012-03-11,2012-11-06,2012-11-19,14,4,2,2,i,3,17:01:00,0.054,0.153,F,recombinant,237,0.9793,
610,B6.A-15 BC1,3511,6963,2012-03-11,2012-11-06,2012-11-19,14,4,2,2,i,4,17:06:00,0.066,0.175,M,B6/A,239,0.9876,
611,B6.A-15 BC1,3511,6963,2012-03-11,2012-11-06,2012-11-19,14,4,2,2,i,5,17:11:00,0.08,0.179,M,recombinant,236,0.9752,
612,B6.A-15 BC1,3511,6963,2012-03-11,2012-11-06,2012-11-19,14,4,2,2,i,6,17:15:00,0.073,0.168,F,B6/A,142,0.5868,
613,B6.A-19 BC1,5024,6984,2012-04-11,2012-11-06,2012-11-19,14,3,4,0,d,1,17:24:00,0.078,0.161,M,recombinant,235,0.9711,
614,B6.A-19 BC1,5024,6984,2012-04-11,2012-11-06,2012-11-19,14,3,4,0,d,2,17:29:00,0.07,0.161,M,recombinant,238,0.9835,
615,B6.A-19 BC1,5024,6984,2012-04-11,2012-11-06,2012-11-19,14,3,4,0,d,3,17:35:00,0.081,0.16,M,B6/B6,238,0.9835,
616,B6.A-19 BC1,5024,6984,2012-04-11,2012-11-06,2012-11-19,14,3,4,0,i,4,17:41:00,0.085,0.164,M,B6/B6,237,0.9793,pbs = 0.017
617,B6.A-19 BC1,5024,6984,2012-04-11,2012-11-06,2012-11-19,14,3,4,0,i,5,17:45:00,0.079,0.173,F,B6/B6,235,0.9711,
618,B6.A-19 BC1,5024,6984,2012-04-11,2012-11-06,2012-11-19,14,3,4,0,i,6,17:49:00,0.068,0.156,F,recombinant,234,0.9669,
619,B6.A-19 BC1,5024,6984,2012-04-11,2012-11-06,2012-11-19,14,3,4,0,i,7,07:54:00,0.065,0.163,M,recombinant,238,0.9835,
620,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,d,1,18:05:00,0.062,0.143,M,B6/B6,236,0.9752,no tag (F)
621,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,d,2,08:10:00,0.063,0.131,F,recombinant,232,0.9587,
622,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,d,3,18:14:00,0.051,0.137,F,recombinant,234,0.9669,
623,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,i,4,18:19:00,0.058,0.139,M,B6/B6,237,0.9793,
624,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,i,5,18:24:00,0.062,0.149,M,recombinant,236,0.9752,
625,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,i,6,18:28:00,0.065,0.135,M,recombinant,235,0.9711,
626,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,i,7,18:32:00,0.056,0.135,M,recombinant,235,0.9711,
627,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,i,8,18:36:00,0.059,0.146,M,recombinant,238,0.9835,
628,B6.A-15 BC1,3516,6960,2012-03-11,2012-11-06,2012-11-19,14,6,3,0,i,9,18:40:00,0.056,0.133,M,B6/A,237,0.9793,
629,B6.C,4954,6971,2012-03-11,2012-11-07,2012-11-20,14,5,2,0,d,1,10:46:00,0.064,0.129,F,B6/B6,0,0,
630,B6.C,4954,6971,2012-03-11,2012-11-07,2012-11-20,14,5,2,0,d,2,10:52:00,0.071,0.124,M,B6/B6,0,0,
631,B6.C,4954,6971,2012-03-11,2012-11-07,2012-11-20,14,5,2,0,i,3,10:57:00,0.049,0.145,M,B6/B6,0,0,
632,B6.C,4954,6971,2012-03-11,2012-11-07,2012-11-20,14,5,2,0,i,4,11:01:00,0.054,0.135,M,B6/B6,0,0,
633,B6.C,4954,6971,2012-03-11,2012-11-07,2012-11-20,14,5,2,0,i,5,11:06:00,0.048,0.148,F,B6/B6,0,0,
634,B6.C,4954,6971,2012-03-11,2012-11-07,2012-11-20,14,5,2,0,i,6,11:10:00,0.058,0.149,M,B6/B6,0,0,
635,B6.C,4954,6971,2012-03-11,2012-11-07,2012-11-20,14,5,2,0,i,7,11:14:00,0.058,0.142,F,B6/B6,0,0,
636,B6.A-19 BC1,4933,6983,2012-04-11,2012-11-07,2012-11-20,14,4,3,1,d,1,11:25:00,0.063,0.133,M,recombinant,237,0.9793,
637,B6.A-19 BC1,4933,6983,2012-04-11,2012-11-07,2012-11-20,14,4,3,1,d,2,11:29:00,0.057,0.12,F,B6/B6,235,0.9711,
638,B6.A-19 BC1,4933,6983,2012-04-11,2012-11-07,2012-11-20,14,4,3,1,d,3,11:34:00,0.062,0.11,F,recombinant,235,0.9711,
639,B6.A-19 BC1,4933,6983,2012-04-11,2012-11-07,2012-11-20,14,4,3,1,i,4,11:38:00,0.054,0.138,F,recombinant,233,0.9628,
640,B6.A-19 BC1,4933,6983,2012-04-11,2012-11-07,2012-11-20,14,4,3,1,i,5,11:42:00,0.057,0.111,M,recombinant,239,0.9876,
641,B6.A-19 BC1,4933,6983,2012-04-11,2012-11-07,2012-11-20,14,4,3,1,i,6,11:47:00,0.054,0.127,F,recombinant,232,0.9587,
642,B6.A-19 BC1,4933,6983,2012-04-11,2012-11-07,2012-11-20,14,4,3,1,i,7,11:51:00,0.059,0.134,M,B6/B6,236,0.9752,
643,B6.A-X F1,4793,6958,2012-03-11,2012-11-07,2012-11-20,14,3,4,1,d,1,12:00:00,0.051,0.146,M,B6/B6,227,0.938,
644,B6.A-X F1,4793,6958,2012-03-11,2012-11-07,2012-11-20,14,3,4,1,d,2,12:07:00,0.061,0.145,M,B6/B6,235,0.9711,
645,B6.A-X F1,4793,6958,2012-03-11,2012-11-07,2012-11-20,14,3,4,1,d,3,12:10:00,0.064,0.14,M,B6/B6,233,0.9628,
646,B6.A-X F1,4793,6958,2012-03-11,2012-11-07,2012-11-20,14,3,4,1,d,4,12:15:00,0.053,0.143,F,B6/B6,231,0.9545,
647,B6.A-X F1,4793,6958,2012-03-11,2012-11-07,2012-11-20,14,3,4,1,i,5,12:20:00,0.055,0.152,M,B6/B6,234,0.9669,
648,B6.A-X F1,4793,6958,2012-03-11,2012-11-07,2012-11-20,14,3,4,1,i,6,12:24:00,0.058,0.14,F,B6/B6,231,0.9545,
649,B6.A-X F1,4793,6958,2012-03-11,2012-11-07,2012-11-20,14,3,4,1,i,7,12:28:00,0.068,0.147,M,B6/B6,235,0.9711,
650,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,d,1,14:26:00,0.058,0.157,M,B6/A,237,0.9793,
651,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,d,2,14:31:00,0.054,0.157,M,B6/A,238,0.9835,
652,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,d,3,14:36:00,0.062,0.155,M,B6/B6,238,0.9835,
653,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,i,4,14:40:00,0.058,0.137,M,B6/A,234,0.9669,
654,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,i,5,14:44:00,0.05,0.138,M,recombinant,239,0.9876,
655,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,i,6,14:48:00,0.064,0.144,F,B6/B6,233,0.9628,
656,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,i,7,14:54:00,0.042,0.155,M,recombinant,239,0.9876,
657,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,i,8,14:58:00,0.065,0.156,M,recombinant,237,0.9793,
658,B6.A-19 BC1,5213,6947,10/31/2012,2012-11-07,2012-11-20,14,6,3,0,i,9,15:02:00,0.056,0.137,F,B6/A,234,0.9669,
659,B6.A-19 BC1,4962,6965,2012-03-11,2012-11-07,2012-11-20,14,2,5,0,d,1,15:12:00,0.057,0.145,M,B6/B6,223,0.9215,
660,B6.A-19 BC1,4962,6965,2012-03-11,2012-11-07,2012-11-20,14,2,5,0,d,2,15:16:00,0.053,0.139,F,recombinant,232,0.9587,
661,B6.A-19 BC1,4962,6965,2012-03-11,2012-11-07,2012-11-20,14,2,5,0,d,3,15:20:00,0.036,0.152,F,recombinant,231,0.9545,
662,B6.A-19 BC1,4962,6965,2012-03-11,2012-11-07,2012-11-20,14,2,5,0,d,4,15:25:00,0.072,0.149,F,recombinant,230,0.9504,
663,B6.A-19 BC1,4962,6965,2012-03-11,2012-11-07,2012-11-20,14,2,5,0,d,5,15:29:00,0.067,0.126,M,B6/B6,234,0.9669,
664,B6.A-19 BC1,4962,6965,2012-03-11,2012-11-07,2012-11-20,14,2,5,0,i,6,15:33:00,0.052,0.119,F,B6/B6,231,0.9545,
665,B6.A-19 BC1,4962,6965,2012-03-11,2012-11-07,2012-11-20,14,2,5,0,i,7,15:39:00,0.065,0.139,M,B6/B6,225,0.9298,
666,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,d,1,15:48:00,0.051,0.14,F,B6/B6,0,0,
667,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,d,2,15:55:00,0.046,0.153,F,B6/B6,0,0,
668,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,d,3,15:59:00,0.058,0.161,F,B6/B6,0,0,
669,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,d,4,16:02:00,0.063,0.142,F,B6/B6,0,0,
670,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,i,5,16:07:00,0.064,0.156,F,B6/B6,0,0,
671,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,i,6,16:13:00,0.07,0.156,M,B6/B6,0,0,
672,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,i,7,16:18:00,0.064,0.151,F,B6/B6,0,0,
673,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,i,8,16:22:00,0.071,0.149,M,B6/B6,0,0,
674,B6.C,5014,6959,2012-03-11,2012-11-07,2012-11-20,14,5,4,0,i,9,16:27:00,0.072,0.152,M,B6/B6,0,0,
675,B6.A-19 BC1,4967,6954,2012-03-11,2012-11-07,2012-11-20,14,6,1,1,d,1,16:41:00,0.081,0.18,M,B6/B6,235,0.9711,
676,B6.A-19 BC1,4967,6954,2012-03-11,2012-11-07,2012-11-20,14,6,1,1,i,2,16:47:00,0.073,0.179,M,recombinant,218,0.9008,
677,B6.A-19 BC1,4967,6954,2012-03-11,2012-11-07,2012-11-20,14,6,1,1,i,3,16:53:00,0.05,0.159,M,B6/B6,231,0.9545,
678,B6.A-19 BC1,4967,6954,2012-03-11,2012-11-07,2012-11-20,14,6,1,1,i,4,16:56:00,0.07,0.166,M,recombinant,234,0.9669,
679,B6.A-19 BC1,4967,6954,2012-03-11,2012-11-07,2012-11-20,14,6,1,1,i,5,17:02:00,0.063,0.176,M,recombinant,232,0.9587,
680,B6.A-19 BC1,4967,6954,2012-03-11,2012-11-07,2012-11-20,14,6,1,1,i,6,17:06:00,0.052,0.143,F,B6/B6,231,0.9545,
681,B6.A-19 BC1,4967,6954,2012-03-11,2012-11-07,2012-11-20,14,6,1,1,i,7,17:10:00,0.069,0.159,F,B6/A,228,0.9421,
682,B6.A-17 BC1,484,6956,2012-03-11,2012-11-07,2012-11-20,14,4,3,0,d,1,17:21:00,0.067,0.166,F,B6/B6,228,0.9421,
683,B6.A-17 BC1,484,6956,2012-03-11,2012-11-07,2012-11-20,14,4,3,0,d,2,17:25:00,0.074,0.164,F,B6/B6,232,0.9587,
684,B6.A-17 BC1,484,6956,2012-03-11,2012-11-07,2012-11-20,14,4,3,0,d,3,17:29:00,0.056,0.192,M,recombinant,233,0.9628,
685,B6.A-17 BC1,484,6956,2012-03-11,2012-11-07,2012-11-20,14,4,3,0,i,4,17:03:00,0.058,0.167,F,B6/B6,232,0.9587,
686,B6.A-17 BC1,484,6956,2012-03-11,2012-11-07,2012-11-20,14,4,3,0,i,5,17:36:00,0.04,0.174,F,B6/A,231,0.9545,
